mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.19775495529174805,0.06232220369802741,0.03072528839111328,0.0038318752037757174,100,5,2,log2,,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}",0.5283018867924528,0.6666666666666666,0.5,0.49056603773584906,0.49122807017543857,0.5353525322740815,0.06707564875525125,8,0.9429657794676806,0.9348659003831418,0.9429657794676806,0.9548872180451128,0.9398496240601504,0.9431068602847532,0.006593021226703103
0.4887734889984131,0.013001170678457564,0.05436010360717773,0.005976640170626262,300,2,1,sqrt,,True,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",0.5,0.6545454545454545,0.5483870967741935,0.5,0.5,0.5405865102639297,0.059982138304458615,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.42933015823364257,0.003665686779177113,0.05037093162536621,0.0019473938178147957,300,5,2,log2,5,True,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 5, 'bootstrap': True}",0.23809523809523808,0.425531914893617,0.4,0.36363636363636365,0.35294117647058826,0.3560409386191615,0.06440478575340496,30,0.592964824120603,0.5970149253731343,0.6350710900473934,0.676056338028169,0.6912442396313364,0.6384702834401272,0.03999662487668578
0.4777482509613037,0.009179681311656635,0.05253434181213379,0.006770894993136721,300,5,2,log2,15,True,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 15, 'bootstrap': True}",0.5098039215686274,0.5925925925925926,0.4745762711864407,0.4489795918367347,0.4642857142857143,0.498047618294022,0.05133303877528713,15,0.9548872180451128,0.9389312977099237,0.9429657794676806,0.9429657794676806,0.9591078066914498,0.9477715762763695,0.0077908198396580385
0.36084856986999514,0.029474997866261142,0.05803647041320801,0.005013687168997085,200,10,2,sqrt,10,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.5454545454545454,0.5660377358490566,0.5,0.4528301886792453,0.4482758620689655,0.5025196664103625,0.04753047908278611,14,0.9626865671641791,0.9509433962264151,0.946969696969697,0.9548872180451128,0.9516728624535316,0.9534319481717872,0.005269036857841332
0.4706012725830078,0.022023256981084326,0.05713295936584473,0.005488380089082259,200,5,4,log2,5,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5, 'bootstrap': True}",0.2727272727272727,0.46808510638297873,0.43636363636363634,0.4,0.32,0.3794352030947775,0.07272095778995365,25,0.5771144278606966,0.5538461538461539,0.6285714285714286,0.624390243902439,0.6944444444444444,0.6156733397250325,0.04849045813540476
1.1529536724090577,0.015586245317551827,0.12637615203857422,0.00591500787745548,500,2,4,log2,5,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 5, 'bootstrap': True}",0.3111111111111111,0.425531914893617,0.37735849056603776,0.43478260869565216,0.36,0.38175682505328357,0.0451918441811721,24,0.5628140703517588,0.5463917525773195,0.6285714285714286,0.6280193236714976,0.6883720930232559,0.6108337336390521,0.05114845938570781
0.46257576942443845,0.0145087323607345,0.05519657135009766,0.005496734165154261,200,2,1,sqrt,15,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 15, 'bootstrap': True}",0.5,0.6545454545454545,0.5483870967741935,0.49056603773584906,0.5,0.5386997178110995,0.06136166149250544,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.22079501152038575,0.0013563825333026227,0.029659318923950195,0.0017767177200022854,100,5,1,sqrt,,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",0.5454545454545454,0.6896551724137931,0.4745762711864407,0.49056603773584906,0.4482758620689655,0.5297055777719187,0.08606258821051442,10,0.9703703703703703,0.9779411764705882,0.9626865671641791,0.966542750929368,0.9928057553956835,0.9740693240660379,0.010639020785056248
0.4664478778839111,0.008602592949684296,0.07457461357116699,0.002487848475577713,300,5,4,sqrt,5,False,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 5, 'bootstrap': False}",0.23255813953488372,0.44,0.42857142857142855,0.391304347826087,0.4230769230769231,0.38310216780186446,0.07698516512559792,23,0.5757575757575758,0.6376811594202898,0.7256637168141593,0.7410714285714286,0.7410714285714286,0.6842490618269764,0.0665006894049905
